"testId","testDate","age","personality","testScore","satisfactionScore"
1631,2024-02-18,52,"Introvert",64,9.3
1632,2024-02-18,44,"Introvert",66.5,8.6
1633,2024-02-18,42,"Introvert",74.9,9.6
1634,2024-02-18,32,"Extrovert",82.8,9.8
1635,2024-02-18,47,"Extrovert",68.5,9.4
1636,2024-02-18,45,"Extrovert",81.9,9.3
1637,2024-02-18,39,"Extrovert",73.7,9.3
1638,2024-02-18,41,"Introvert",63.7,9.1
1639,2024-02-18,59,"Extrovert",73,9
1640,2024-02-18,17,"Extrovert",79.2,9.1
1641,2024-02-18,48,"Extrovert",74.2,9.4
1642,2024-02-18,42,"Extrovert",69.1,8.8
1643,2024-02-18,41,"Introvert",73.2,9.9
1644,2024-02-18,57,"Extrovert",78.5,8.8
1645,2024-02-18,22,"Introvert",64.2,8.7
1646,2024-02-18,41,"Extrovert",88.1,9.4
1647,2024-02-18,30,"Extrovert",79.8,8.9
1648,2024-02-18,35,"Introvert",81.4,8.8
1649,2024-02-18,18,"Introvert",72.7,9.8
1650,2024-02-18,26,"Introvert",59.5,9.5
1651,2024-02-19,39,"Introvert",75.7,7.8
1652,2024-02-19,46,"Introvert",70.2,8
1653,2024-02-19,38,"Extrovert",75.3,10
1654,2024-02-19,37,"Introvert",88.6,7.8
1655,2024-02-19,38,"Introvert",75.4,7.6
1656,2024-02-19,46,"Introvert",53.4,7.5
1657,2024-02-19,60,"Extrovert",74.3,10
1658,2024-02-19,51,"Extrovert",76.8,10
1659,2024-02-19,47,"Extrovert",73.9,10
1660,2024-02-19,60,"Extrovert",70.6,10
1661,2024-02-19,26,"Extrovert",67.8,10
1662,2024-02-19,56,"Introvert",64.7,7.4
1663,2024-02-19,42,"Extrovert",74.4,9.7
1664,2024-02-19,28,"Introvert",73.4,8.1
1665,2024-02-19,58,"Introvert",93.5,7.9
1666,2024-02-19,18,"Introvert",84.1,7.5
1667,2024-02-19,58,"Introvert",63.4,7.1
1668,2024-02-19,26,"Introvert",90.8,8.5
1669,2024-02-19,43,"Introvert",64.5,7.8
1670,2024-02-19,38,"Introvert",44.5,7.2
1671,2024-02-19,58,"Introvert",72,7.9
1672,2024-02-19,20,"Extrovert",73.9,9.4
1673,2024-02-19,41,"Extrovert",74.9,9.8
1674,2024-02-19,54,"Extrovert",87.7,10
1675,2024-02-19,57,"Introvert",58.5,7.4
1676,2024-02-19,58,"Introvert",68.9,7.1
1677,2024-02-19,43,"Introvert",76.4,7.8
1678,2024-02-19,37,"Extrovert",67.7,9.8
1679,2024-02-19,52,"Extrovert",89.1,10
1680,2024-02-19,20,"Introvert",81.6,8.3
1681,2024-02-19,21,"Introvert",72.4,8.2
1682,2024-02-19,36,"Introvert",85.1,7.7
1683,2024-02-19,53,"Introvert",89.4,8.6
1684,2024-02-19,39,"Introvert",64.4,6.9
1685,2024-02-19,57,"Introvert",97.8,8.8
1686,2024-02-19,23,"Introvert",61,7.8
1687,2024-02-19,47,"Introvert",45.9,6.2
1688,2024-02-20,17,"Introvert",72.9,6.4
1689,2024-02-20,44,"Extrovert",64.5,10
1690,2024-02-20,39,"Introvert",78.6,5.9
1691,2024-02-20,41,"Introvert",76.8,5.1
1692,2024-02-20,21,"Extrovert",87.2,9.7
1693,2024-02-20,32,"Introvert",76.9,6.5
1694,2024-02-20,34,"Introvert",63.7,5
1695,2024-02-20,20,"Extrovert",84,10
1696,2024-02-20,44,"Introvert",75.8,6
1697,2024-02-20,17,"Extrovert",62.8,9.6
1698,2024-02-20,32,"Introvert",59.1,5.1
1699,2024-02-20,42,"Introvert",70,5.7
1700,2024-02-20,55,"Introvert",36.1,5
1701,2024-02-20,39,"Extrovert",47.2,9.7
1702,2024-02-20,60,"Introvert",72.2,5.7
1703,2024-02-20,39,"Introvert",65,5.9
1704,2024-02-20,51,"Extrovert",83,10
1705,2024-02-20,59,"Introvert",77.2,6.5
1706,2024-02-20,36,"Introvert",80.1,6.5
1707,2024-02-20,20,"Introvert",78.2,5.2
1708,2024-02-20,52,"Introvert",82,6.5
1709,2024-02-20,46,"Introvert",68.3,5.7
1710,2024-02-20,31,"Introvert",66.8,5.6
1711,2024-02-20,16,"Introvert",66.4,5.8
1712,2024-02-20,44,"Introvert",53.6,6.1
1713,2024-02-20,37,"Introvert",67.3,6
1714,2024-02-20,23,"Introvert",46.1,4.5
1715,2024-02-20,19,"Extrovert",49.9,9.1
1716,2024-02-20,55,"Extrovert",69.3,9.8
1717,2024-02-20,58,"Introvert",63.4,6.4
1718,2024-02-20,21,"Extrovert",61.3,9.8
1719,2024-02-20,35,"Extrovert",93.2,10
1720,2024-02-20,24,"Extrovert",63.1,9.3
1721,2024-02-20,20,"Introvert",59.1,5.7
1722,2024-02-20,18,"Introvert",72.3,6.2
1723,2024-02-20,54,"Introvert",66.5,5.2
1724,2024-02-20,32,"Introvert",75.7,6.3
1725,2024-02-20,34,"Introvert",58.3,4.8
1726,2024-02-20,56,"Extrovert",81.6,10
1727,2024-02-20,42,"Introvert",68.6,6.6
1728,2024-02-20,40,"Introvert",72.8,5
1729,2024-02-20,55,"Introvert",71.4,6.3
1730,2024-02-20,39,"Extrovert",89,10
1731,2024-02-20,49,"Introvert",62.3,5.4
1732,2024-02-20,24,"Introvert",63.3,5.4
1733,2024-02-21,47,"Introvert",72.2,9.3
1734,2024-02-21,37,"Introvert",82.8,10
1735,2024-02-21,36,"Extrovert",70.5,9.4
1736,2024-02-21,33,"Introvert",56.8,10
1737,2024-02-21,27,"Introvert",79.5,9.8
1738,2024-02-21,16,"Extrovert",87,8.7
1739,2024-02-21,39,"Extrovert",85.7,8.2
1740,2024-02-21,49,"Introvert",62.5,9.9
1741,2024-02-21,55,"Extrovert",90.4,9.1
1742,2024-02-21,58,"Extrovert",68.4,8.4
1743,2024-02-21,27,"Introvert",70.6,10
1744,2024-02-21,29,"Extrovert",70.7,8.8
1745,2024-02-21,43,"Extrovert",68.2,8.8
1746,2024-02-21,60,"Extrovert",77.2,9
1747,2024-02-21,58,"Introvert",49,10
1748,2024-02-21,55,"Extrovert",71.9,9
1749,2024-02-21,54,"Introvert",100,10
1750,2024-02-21,17,"Introvert",61.7,9.6
1751,2024-02-21,53,"Extrovert",40.2,7.9
1752,2024-02-21,30,"Introvert",51.4,8.9
1753,2024-02-21,54,"Extrovert",65.4,8.7
1754,2024-02-21,51,"Introvert",64.6,10
1755,2024-02-21,19,"Extrovert",74.1,9.4
1756,2024-02-21,37,"Extrovert",55,8.4
1757,2024-02-22,31,"Extrovert",63.4,10
1758,2024-02-22,31,"Extrovert",75.4,10
1759,2024-02-22,55,"Introvert",59.2,7.7
1760,2024-02-22,39,"Introvert",42.5,7.4
1761,2024-02-22,32,"Introvert",82.2,8
1762,2024-02-22,40,"Introvert",97.4,8.4
1763,2024-02-22,19,"Introvert",77.5,8.4
1764,2024-02-22,45,"Introvert",92.9,8.2
1765,2024-02-22,44,"Extrovert",63.5,10
1766,2024-02-22,34,"Introvert",58.2,8.4
1767,2024-02-22,19,"Introvert",84.9,8.6
1768,2024-02-22,57,"Extrovert",80.8,10
1769,2024-02-22,33,"Extrovert",78.2,10
1770,2024-02-22,48,"Introvert",87.7,8.6
1771,2024-02-22,27,"Extrovert",68.8,9.6
1772,2024-02-22,29,"Introvert",56.8,8.3
1773,2024-02-22,37,"Extrovert",94.3,10
1774,2024-02-22,55,"Introvert",87.5,9.2
1775,2024-02-22,32,"Introvert",86.4,8.2
1776,2024-02-22,47,"Introvert",75.2,7.7
1777,2024-02-22,22,"Introvert",62,8
1778,2024-02-22,57,"Extrovert",76.2,10
1779,2024-02-22,58,"Introvert",69.3,7.8
1780,2024-02-22,34,"Introvert",74,9
1781,2024-02-22,47,"Introvert",62.5,7.9
1782,2024-02-22,19,"Introvert",46.1,7.7
1783,2024-02-22,44,"Introvert",74.6,7.8
1784,2024-02-22,36,"Introvert",86.6,7.8
1785,2024-02-22,55,"Introvert",57.1,7.7
1786,2024-02-22,32,"Extrovert",66.9,9.6
1787,2024-02-22,32,"Extrovert",52.3,9.5
1788,2024-02-22,53,"Introvert",57.9,7.5
1789,2024-02-22,37,"Extrovert",72.6,9.1
1790,2024-02-22,45,"Introvert",66.2,8.7
1791,2024-02-22,27,"Introvert",68.2,8.2
1792,2024-02-23,40,"Extrovert",85.6,9.5
1793,2024-02-23,49,"Introvert",72.6,8.3
1794,2024-02-23,24,"Introvert",81.1,8.5
1795,2024-02-23,58,"Introvert",68.1,7.8
1796,2024-02-23,29,"Introvert",77.6,8.7
1797,2024-02-23,52,"Introvert",76.2,8.2
1798,2024-02-23,55,"Introvert",82.8,9
1799,2024-02-23,44,"Introvert",71,8
1800,2024-02-23,51,"Introvert",84.9,8.2
1801,2024-02-23,19,"Introvert",71.5,8.7
1802,2024-02-23,50,"Extrovert",53.7,9.4
1803,2024-02-23,56,"Extrovert",68.6,9.2
1804,2024-02-23,19,"Extrovert",50.1,9.6
1805,2024-02-23,54,"Extrovert",58.5,9.2
1806,2024-02-23,17,"Introvert",66.9,8.3
1807,2024-02-23,38,"Introvert",93,7.9
1808,2024-02-23,43,"Extrovert",62.7,9.6
1809,2024-02-23,39,"Introvert",59.2,8.5
1810,2024-02-23,31,"Extrovert",83.3,9.9
1811,2024-02-23,53,"Introvert",57.7,7.3
1812,2024-02-23,27,"Introvert",61.7,7.2
1813,2024-02-23,20,"Introvert",79,8.4
1814,2024-02-23,60,"Introvert",77.8,8.7
1815,2024-02-23,30,"Introvert",92.7,8.6
1816,2024-02-23,30,"Extrovert",54.1,10
1817,2024-02-23,54,"Introvert",61.1,8.1
1818,2024-02-23,29,"Introvert",78.6,8.8
1819,2024-02-23,36,"Extrovert",64.5,10
1820,2024-02-23,21,"Introvert",79.1,8.8
1821,2024-02-23,24,"Introvert",67.6,8.5
1822,2024-02-23,29,"Introvert",72.8,8.4
1823,2024-02-23,41,"Introvert",51.1,8.2
1824,2024-02-23,19,"Introvert",93.5,8.5
1825,2024-02-23,19,"Introvert",73.4,8.3
1826,2024-02-24,48,"Extrovert",64.5,10
1827,2024-02-24,50,"Introvert",63.5,6.3
1828,2024-02-24,21,"Introvert",76.9,7
1829,2024-02-24,59,"Introvert",79.8,7.6
1830,2024-02-24,26,"Extrovert",80,10
1831,2024-02-24,38,"Introvert",76.3,6.8
1832,2024-02-24,26,"Extrovert",52.3,9.7
1833,2024-02-24,52,"Introvert",63.9,7.5
1834,2024-02-24,39,"Introvert",59.1,6.4
1835,2024-02-24,26,"Extrovert",59,9.9
1836,2024-02-24,30,"Introvert",83.7,7.3
1837,2024-02-24,23,"Introvert",87,7.7
1838,2024-02-24,18,"Extrovert",55.6,10
1839,2024-02-24,37,"Extrovert",88.7,10
1840,2024-02-24,24,"Extrovert",80.2,10
1841,2024-02-24,58,"Extrovert",81.8,9.6
1842,2024-02-24,52,"Introvert",73.3,6.7
1843,2024-02-24,45,"Introvert",83.5,6.5
1844,2024-02-24,53,"Introvert",59.5,6.6
1845,2024-02-24,32,"Introvert",51.7,7.2
1846,2024-02-24,58,"Introvert",53.2,6.6
1847,2024-02-24,45,"Introvert",58.2,6.7
1848,2024-02-24,45,"Introvert",74.6,5.9
1849,2024-02-24,18,"Extrovert",64.8,10
1850,2024-02-24,60,"Introvert",61,5.9
1851,2024-02-24,45,"Introvert",85.2,7
1852,2024-02-24,19,"Introvert",61.3,6.5
1853,2024-02-24,36,"Extrovert",85.1,10
1854,2024-02-24,19,"Introvert",90.5,7.6
1855,2024-02-24,53,"Introvert",97,7
1856,2024-02-24,32,"Introvert",75.7,7
1857,2024-02-24,58,"Extrovert",52.8,9.4
1858,2024-02-24,41,"Extrovert",80.8,9.4
1859,2024-02-24,45,"Introvert",60.3,6.4
1860,2024-02-24,47,"Introvert",62.6,6.8
1861,2024-02-24,54,"Introvert",79.8,7.7
1862,2024-02-24,44,"Extrovert",36.8,9.4
1863,2024-02-24,28,"Extrovert",66.1,9.9
1864,2024-02-24,23,"Introvert",64,7
1865,2024-02-24,44,"Extrovert",67.4,9.5
1866,2024-02-24,17,"Introvert",69.8,6.5
1867,2024-02-25,49,"Extrovert",58.7,9.9
1868,2024-02-25,25,"Introvert",78,8.4
1869,2024-02-25,26,"Introvert",81.8,6.6
1870,2024-02-25,31,"Introvert",48.8,6.1
1871,2024-02-25,33,"Introvert",54.6,7
1872,2024-02-25,33,"Extrovert",54.9,10
1873,2024-02-25,39,"Introvert",90.8,7.9
1874,2024-02-25,33,"Introvert",55,5.8
1875,2024-02-25,41,"Introvert",69.1,7
1876,2024-02-25,33,"Extrovert",63,10
1877,2024-02-25,41,"Extrovert",54.4,10
1878,2024-02-25,24,"Introvert",80.7,6.9
1879,2024-02-25,43,"Extrovert",76.5,10
1880,2024-02-25,60,"Introvert",67.7,6.6
1881,2024-02-25,50,"Introvert",71.6,7.3
1882,2024-02-25,22,"Extrovert",68.3,9.9
1883,2024-02-25,55,"Introvert",90.3,7.3
1884,2024-02-25,35,"Introvert",80.6,7.4
1885,2024-02-25,27,"Extrovert",62.5,9.2
1886,2024-02-25,60,"Extrovert",79.1,10
1887,2024-02-25,37,"Extrovert",68.1,9.6
1888,2024-02-25,16,"Extrovert",67.5,9.7
1889,2024-02-25,44,"Introvert",83.6,6.6
1890,2024-02-25,35,"Extrovert",77.9,9.7
1891,2024-02-25,56,"Extrovert",75.4,9.9
1892,2024-02-25,56,"Introvert",88.6,6.8
1893,2024-02-25,58,"Introvert",57.4,6.1
1894,2024-02-25,31,"Introvert",63,7.7
1895,2024-02-25,20,"Extrovert",65.7,9.8
1896,2024-02-25,59,"Introvert",61.8,6.5
1897,2024-02-25,35,"Introvert",66.2,6.4
1898,2024-02-25,37,"Introvert",67.5,7.1
1899,2024-02-25,56,"Introvert",56.1,6.5
1900,2024-02-25,16,"Extrovert",72.8,9.4
1901,2024-02-25,17,"Extrovert",42.5,9.5
1902,2024-02-25,39,"Extrovert",81.9,10
1903,2024-02-25,19,"Introvert",70.6,7.3
1904,2024-02-25,45,"Extrovert",71.7,10
1905,2024-02-25,59,"Introvert",59.4,6.6
1906,2024-02-25,46,"Introvert",83.4,7.2
1907,2024-02-26,25,"Introvert",66,8.3
1908,2024-02-26,28,"Introvert",87.3,8.2
1909,2024-02-26,51,"Introvert",87,8.2
1910,2024-02-26,45,"Extrovert",75.2,10
1911,2024-02-26,51,"Introvert",77,7.9
1912,2024-02-26,39,"Extrovert",79.9,10
1913,2024-02-26,31,"Introvert",54.9,7.5
1914,2024-02-26,57,"Introvert",65.7,7.3
1915,2024-02-26,34,"Introvert",77.6,7.7
1916,2024-02-26,37,"Introvert",60.3,6.8
1917,2024-02-26,52,"Extrovert",68.7,10
1918,2024-02-26,43,"Introvert",71.1,7.3
1919,2024-02-26,53,"Extrovert",70.3,10
1920,2024-02-26,34,"Extrovert",66.8,9.6
1921,2024-02-26,30,"Introvert",69.3,8.6
1922,2024-02-26,33,"Extrovert",76.7,10
1923,2024-02-26,36,"Introvert",60.5,8.1
1924,2024-02-26,38,"Introvert",69.8,6.9
1925,2024-02-26,26,"Introvert",63,7.3
1926,2024-02-26,30,"Introvert",63.2,7.3
1927,2024-02-26,29,"Introvert",91,8.4
1928,2024-02-26,52,"Extrovert",87.2,10
1929,2024-02-26,25,"Introvert",50.5,6.8
1930,2024-02-26,35,"Introvert",83.3,7.9
1931,2024-02-26,33,"Extrovert",93,9.9
1932,2024-02-26,26,"Introvert",78.1,7.2
1933,2024-02-26,47,"Extrovert",100,10
1934,2024-02-26,44,"Extrovert",74.2,10
1935,2024-02-26,33,"Extrovert",46.5,9.7
1936,2024-02-26,19,"Introvert",69.7,8
1937,2024-02-26,27,"Introvert",56.2,7.4
1938,2024-02-26,34,"Introvert",90.6,8.7
1939,2024-02-26,36,"Extrovert",83.4,10
1940,2024-02-26,42,"Extrovert",47.5,8.3
1941,2024-02-26,49,"Introvert",52.4,7.3
1942,2024-02-26,17,"Extrovert",59.1,9.8
1943,2024-02-26,60,"Extrovert",87.4,10
1944,2024-02-27,36,"Introvert",81,9.3
1945,2024-02-27,29,"Introvert",65.8,8.5
1946,2024-02-27,26,"Introvert",54.9,8.6
1947,2024-02-27,53,"Introvert",74.1,9
1948,2024-02-27,60,"Introvert",78.2,9
1949,2024-02-27,35,"Extrovert",85.6,9.8
1950,2024-02-27,45,"Extrovert",68.3,9.4
1951,2024-02-27,23,"Introvert",65.9,8.9
1952,2024-02-27,52,"Introvert",73.6,8.8
1953,2024-02-27,49,"Extrovert",69.2,9.9
1954,2024-02-27,60,"Introvert",77.5,8.8
1955,2024-02-27,33,"Introvert",78.7,8.3
1956,2024-02-27,21,"Introvert",68.1,8
1957,2024-02-27,49,"Extrovert",86.5,10
1958,2024-02-27,28,"Introvert",74.7,8.5
1959,2024-02-27,59,"Extrovert",63.7,10
1960,2024-02-27,46,"Extrovert",78.7,9.6
1961,2024-02-27,19,"Introvert",46.3,8.1
1962,2024-02-27,49,"Introvert",81.2,9.2
1963,2024-02-27,19,"Introvert",66.7,8.5
1964,2024-02-27,46,"Introvert",78.1,8.8
1965,2024-02-27,58,"Extrovert",86.1,10
1966,2024-02-27,29,"Introvert",66.6,8.7
1967,2024-02-27,37,"Introvert",55.4,8.9
1968,2024-02-27,35,"Introvert",65.9,8.9
1969,2024-02-27,36,"Extrovert",71.4,10
1970,2024-02-27,54,"Introvert",72.6,8.9
1971,2024-02-27,58,"Introvert",60,8
1972,2024-02-27,38,"Introvert",77.9,9
1973,2024-02-27,23,"Introvert",48.8,8
1974,2024-02-27,32,"Introvert",57,9
1975,2024-02-28,27,"Introvert",41.2,7.8
1976,2024-02-28,48,"Introvert",69.6,7.2
1977,2024-02-28,35,"Extrovert",83.1,10
1978,2024-02-28,55,"Extrovert",79.6,10
1979,2024-02-28,40,"Introvert",66.6,8.5
1980,2024-02-28,39,"Introvert",62.7,7.9
1981,2024-02-28,16,"Extrovert",56.2,8.8
1982,2024-02-28,41,"Introvert",72.9,8.3
1983,2024-02-28,54,"Introvert",74.8,8
1984,2024-02-28,29,"Introvert",56,8.3
1985,2024-02-28,38,"Introvert",86.3,8.1
1986,2024-02-28,31,"Introvert",81.6,8.1
1987,2024-02-28,52,"Extrovert",65.7,10
1988,2024-02-28,41,"Introvert",76.7,8.1
1989,2024-02-28,60,"Introvert",54.4,8
1990,2024-02-28,34,"Introvert",53.7,7.9
1991,2024-02-28,24,"Introvert",67.7,9
1992,2024-02-28,46,"Extrovert",72.7,9.5
1993,2024-02-28,46,"Introvert",81.7,8.6
1994,2024-02-28,58,"Extrovert",97,10
1995,2024-02-28,57,"Extrovert",65.2,10
1996,2024-02-28,39,"Extrovert",71.4,9.9
1997,2024-02-28,59,"Introvert",77.1,8.9
1998,2024-02-28,37,"Introvert",63.4,8.2
1999,2024-02-28,60,"Introvert",74.3,7.9
2000,2024-02-28,56,"Introvert",79.9,8.9
2001,2024-02-28,39,"Introvert",68.5,8.6
2002,2024-02-28,16,"Introvert",67.4,7.5
2003,2024-02-28,46,"Extrovert",58.9,9.9
2004,2024-02-28,29,"Introvert",70.3,8.4
2005,2024-02-28,28,"Introvert",96.4,8.9
2006,2024-02-28,23,"Extrovert",59.2,9
2007,2024-02-28,56,"Extrovert",77.9,9.7
2008,2024-02-28,34,"Introvert",82.7,8.8
2009,2024-02-29,41,"Introvert",87.8,5.1
2010,2024-02-29,49,"Extrovert",66.6,8.9
2011,2024-02-29,38,"Introvert",68.8,4.9
2012,2024-02-29,56,"Introvert",85,5.4
2013,2024-02-29,42,"Introvert",69.7,4.3
2014,2024-02-29,17,"Extrovert",68,9
2015,2024-02-29,18,"Extrovert",51.8,10
2016,2024-02-29,40,"Extrovert",81.7,9.6
2017,2024-02-29,59,"Extrovert",75.4,10
2018,2024-02-29,41,"Introvert",64.1,4.8
2019,2024-02-29,17,"Extrovert",59,9.3
2020,2024-02-29,42,"Extrovert",62.7,10
2021,2024-02-29,34,"Introvert",64.5,4.2
2022,2024-02-29,20,"Extrovert",60.6,10
2023,2024-02-29,17,"Extrovert",66.4,10
2024,2024-02-29,57,"Extrovert",73.3,9.8
2025,2024-02-29,59,"Introvert",86.3,5
2026,2024-02-29,59,"Extrovert",75.7,9.2
2027,2024-02-29,59,"Extrovert",73.9,10
2028,2024-02-29,37,"Introvert",83.8,4.9
2029,2024-02-29,30,"Extrovert",73.1,9.5
2030,2024-02-29,57,"Introvert",76.6,4.1
2031,2024-02-29,48,"Extrovert",79.4,10
2032,2024-02-29,21,"Introvert",52.6,4.6
2033,2024-02-29,23,"Introvert",69.9,4.3
2034,2024-02-29,28,"Extrovert",58,9.2
2035,2024-02-29,51,"Extrovert",84.5,9.7
2036,2024-02-29,29,"Introvert",87.8,4.5
2037,2024-02-29,19,"Introvert",68,4.2
2038,2024-02-29,19,"Introvert",59.3,3.5
2039,2024-02-29,40,"Introvert",88.8,4.9
2040,2024-02-29,37,"Introvert",66.1,4.7
2041,2024-02-29,56,"Extrovert",64.3,9.8
2042,2024-02-29,28,"Extrovert",72.9,9.1
2043,2024-02-29,24,"Introvert",76.8,4.3
2044,2024-02-29,19,"Introvert",83.9,5
2045,2024-02-29,54,"Introvert",73.8,4.4
2046,2024-02-29,16,"Introvert",83.6,5
2047,2024-02-29,33,"Introvert",81.3,4.7
2048,2024-02-29,34,"Extrovert",91.1,9
2049,2024-02-29,41,"Extrovert",54.2,9.1
2050,2024-02-29,45,"Introvert",59.4,4.1
2051,2024-02-29,44,"Extrovert",76.1,9.8
2052,2024-02-29,22,"Introvert",82.6,3.9
2053,2024-02-29,24,"Introvert",71.4,3.5
2054,2024-02-29,16,"Extrovert",70.2,9.9
2055,2024-02-29,30,"Introvert",80.3,5.7
2056,2024-02-29,40,"Extrovert",64.9,9.3
2057,2024-02-29,33,"Introvert",70.8,5.2
2058,2024-03-01,40,"Extrovert",82.1,9.3
2059,2024-03-01,45,"Extrovert",63.1,8.8
2060,2024-03-01,50,"Extrovert",75,9.7
2061,2024-03-01,56,"Introvert",74.1,9.5
2062,2024-03-01,31,"Extrovert",69.3,9.6
2063,2024-03-01,35,"Extrovert",73.1,9
2064,2024-03-01,55,"Introvert",81.5,9.3
2065,2024-03-01,44,"Extrovert",60.2,9.5
2066,2024-03-01,45,"Extrovert",58.6,9.3
2067,2024-03-01,43,"Extrovert",66.4,8.5
2068,2024-03-01,18,"Introvert",56.2,9.3
2069,2024-03-01,29,"Extrovert",73.4,8.9
2070,2024-03-01,41,"Introvert",59,8.7
2071,2024-03-01,34,"Introvert",56.3,8.4
2072,2024-03-01,16,"Introvert",71.4,8.9
2073,2024-03-01,17,"Introvert",88.9,9.3
2074,2024-03-01,41,"Extrovert",80.5,9.4
2075,2024-03-01,52,"Extrovert",63.5,9
2076,2024-03-01,41,"Introvert",94.7,10
2077,2024-03-01,19,"Introvert",65.6,9.7
2078,2024-03-01,22,"Introvert",64.9,8.9
2079,2024-03-01,22,"Introvert",80.5,9.5
2080,2024-03-01,56,"Introvert",52.9,9.2
2081,2024-03-01,60,"Extrovert",83.6,9
2082,2024-03-01,21,"Extrovert",65,9.5
2083,2024-03-01,47,"Introvert",50.2,9
2084,2024-03-01,47,"Introvert",67.4,9.2
2085,2024-03-01,54,"Introvert",63.7,9
2086,2024-03-02,19,"Introvert",80.3,7.1
2087,2024-03-02,46,"Introvert",62.1,6.8
2088,2024-03-02,49,"Introvert",68.2,6.4
2089,2024-03-02,35,"Introvert",68.2,7.8
2090,2024-03-02,26,"Introvert",66.1,7.1
2091,2024-03-02,40,"Introvert",81.4,7.2
2092,2024-03-02,25,"Extrovert",64.7,9.8
2093,2024-03-02,25,"Extrovert",64.8,9.6
2094,2024-03-02,46,"Introvert",92.2,8
2095,2024-03-02,18,"Extrovert",98.9,10
2096,2024-03-02,34,"Introvert",66.1,7.9
2097,2024-03-02,29,"Introvert",79.2,7.3
2098,2024-03-02,40,"Introvert",82.3,7.5
2099,2024-03-02,32,"Introvert",82.9,7.5
2100,2024-03-02,38,"Introvert",44.6,6.4
2101,2024-03-02,33,"Extrovert",78.8,10
2102,2024-03-02,40,"Introvert",60.8,7.6
2103,2024-03-02,26,"Extrovert",55.7,9.2
2104,2024-03-02,37,"Extrovert",74.4,10
2105,2024-03-02,46,"Extrovert",69.1,10
2106,2024-03-02,42,"Extrovert",66.5,9.9
2107,2024-03-02,52,"Extrovert",44.2,9.7
2108,2024-03-02,54,"Introvert",59.2,6.8
2109,2024-03-02,22,"Introvert",52.7,6.6
2110,2024-03-02,24,"Introvert",68.7,7.3
2111,2024-03-02,34,"Extrovert",82,10
2112,2024-03-02,31,"Extrovert",72.6,9.8
2113,2024-03-02,55,"Introvert",49.8,7
2114,2024-03-02,21,"Introvert",70.3,7.2
2115,2024-03-02,48,"Extrovert",74.3,9.5
2116,2024-03-02,40,"Extrovert",69.5,10
2117,2024-03-02,29,"Extrovert",52.9,9
2118,2024-03-02,34,"Extrovert",61.7,10
2119,2024-03-02,46,"Introvert",86.4,7.8
2120,2024-03-02,29,"Introvert",80,6.6
2121,2024-03-02,48,"Extrovert",74.2,9.5
2122,2024-03-02,51,"Extrovert",78.3,10
2123,2024-03-02,42,"Introvert",65.9,6.6
2124,2024-03-02,51,"Introvert",54.9,6.1
2125,2024-03-02,29,"Introvert",54.4,6.5
2126,2024-03-03,32,"Extrovert",55.8,9.2
2127,2024-03-03,49,"Introvert",66,4.6
2128,2024-03-03,57,"Introvert",71.8,5.5
2129,2024-03-03,49,"Extrovert",67,10
2130,2024-03-03,45,"Introvert",76.9,5.6
2131,2024-03-03,34,"Extrovert",78.1,10
2132,2024-03-03,58,"Introvert",55.1,4.5
2133,2024-03-03,31,"Introvert",85.8,5.3
2134,2024-03-03,26,"Introvert",77.7,5.9
2135,2024-03-03,52,"Introvert",61,5.8
2136,2024-03-03,52,"Introvert",72.3,5.4
2137,2024-03-03,40,"Introvert",59.7,5.4
2138,2024-03-03,42,"Introvert",69.5,5.1
2139,2024-03-03,46,"Extrovert",52.9,9.2
2140,2024-03-03,23,"Extrovert",85.1,10
2141,2024-03-03,39,"Introvert",82.8,5.2
2142,2024-03-03,48,"Introvert",66.3,6.1
2143,2024-03-03,39,"Extrovert",74.9,9.5
2144,2024-03-03,19,"Extrovert",50.7,9
2145,2024-03-03,22,"Extrovert",75.6,10
2146,2024-03-03,29,"Extrovert",66.1,10
2147,2024-03-03,17,"Introvert",55.8,4.4
2148,2024-03-03,16,"Extrovert",74,10
2149,2024-03-03,29,"Extrovert",100,10
2150,2024-03-03,51,"Introvert",52.1,5.4
2151,2024-03-03,25,"Introvert",72.1,5.2
2152,2024-03-03,17,"Introvert",76.4,5.8
2153,2024-03-03,38,"Introvert",68.9,5.2
2154,2024-03-03,26,"Introvert",68.4,4.9
2155,2024-03-03,47,"Extrovert",64.3,10
2156,2024-03-03,17,"Extrovert",97,10
2157,2024-03-03,53,"Introvert",73.8,5
2158,2024-03-03,60,"Introvert",47.4,4.7
2159,2024-03-03,58,"Introvert",93.4,5.4
2160,2024-03-03,52,"Extrovert",76.3,9.6
2161,2024-03-03,51,"Extrovert",77.2,9
2162,2024-03-03,28,"Introvert",71,5.1
2163,2024-03-03,37,"Extrovert",58.6,9.2
2164,2024-03-03,42,"Extrovert",71,10
2165,2024-03-03,59,"Introvert",81.1,5.6
2166,2024-03-03,51,"Extrovert",71.8,9.8
2167,2024-03-03,45,"Introvert",65.6,4.9
2168,2024-03-03,39,"Introvert",57.5,4.9
2169,2024-03-03,55,"Extrovert",62.7,9.4
2170,2024-03-03,25,"Extrovert",74.4,10
2171,2024-03-03,20,"Extrovert",54.8,9.3
2172,2024-03-03,17,"Introvert",61.6,3.3
2173,2024-03-04,57,"Extrovert",65.4,10
2174,2024-03-04,59,"Extrovert",85.2,10
